id_student,code_module,code_presentation,avg_clicks,total_clicks,active_weeks,days_diff,score,is_submitted,is_late,is_high_activity,risk_label,final_result,highest_education,disability,gender,age_band,region
323480,FFF,2013J,224.5,449,2,-20.0,80.0,1,0,1,0,Pass,HE Qualification,N,F,0-35,South Region
323606,BBB,2013J,22.25,89,4,-1.0,72.0,1,0,0,0,Pass,A Level or Equivalent,N,F,35-55,South Region
323659,DDD,2014B,52.0,208,4,-10.0,32.0,1,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,West Midlands Region
323680,DDD,2014J,93.0,372,4,-8.0,70.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,London Region
323809,FFF,2013B,245.75,983,4,-2.0,70.0,1,0,1,0,Pass,A Level or Equivalent,Y,M,0-35,South Region
323940,GGG,2014J,15.333333333333334,46,3,,,0,0,0,0,Distinction,Lower Than A Level,N,F,35-55,South East Region
323984,FFF,2013J,127.25,509,4,0.0,80.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,South West Region
324002,AAA,2013J,116.25,465,4,0.0,85.0,1,0,0,0,Pass,HE Qualification,N,M,35-55,East Anglian Region
324084,AAA,2013J,69.0,276,4,-3.0,58.0,1,0,0,0,Pass,A Level or Equivalent,N,F,35-55,South West Region
324236,BBB,2013B,198.0,792,4,0.0,75.0,1,0,1,1,Withdrawn,Lower Than A Level,N,F,35-55,Wales
324236,BBB,2013J,29.75,119,4,0.0,74.0,1,0,0,1,Withdrawn,Lower Than A Level,N,F,35-55,Wales
324257,CCC,2014B,76.5,306,4,2.0,30.0,1,1,0,1,Fail,A Level or Equivalent,N,M,0-35,London Region
324257,EEE,2014B,109.0,436,4,,,0,0,0,0,Pass,A Level or Equivalent,N,M,0-35,London Region
324268,DDD,2013B,66.0,264,4,2.0,63.0,1,1,0,1,Withdrawn,Lower Than A Level,N,M,0-35,South Region
324282,AAA,2013J,10.0,30,3,-1.0,38.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,South East Region
324305,FFF,2013B,112.5,450,4,-12.0,80.0,1,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,East Midlands Region
324319,BBB,2013J,7.666666666666667,23,3,,,0,0,0,1,Withdrawn,Lower Than A Level,N,F,35-55,Scotland
324331,FFF,2013J,278.75,1115,4,0.0,56.0,1,0,1,1,Withdrawn,Lower Than A Level,N,M,35-55,North Western Region
324331,FFF,2014J,87.0,87,1,-25.0,56.0,1,0,0,1,Fail,Lower Than A Level,N,M,35-55,North Western Region
324332,EEE,2013J,83.5,334,4,,,0,0,0,0,Pass,A Level or Equivalent,N,F,0-35,South Region
324338,CCC,2014J,37.0,148,4,3.0,78.0,1,1,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,London Region
324338,DDD,2014J,16.0,48,3,0.0,80.0,1,0,0,1,Fail,A Level or Equivalent,N,M,0-35,London Region
324447,FFF,2013B,159.5,319,2,7.0,84.0,1,1,0,0,Pass,HE Qualification,N,F,0-35,Scotland
324614,BBB,2013J,11.333333333333334,34,3,-11.0,52.0,1,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,North Western Region
324672,FFF,2013J,130.5,522,4,-1.0,80.0,1,0,0,1,Fail,Lower Than A Level,N,M,0-35,South Region
324691,DDD,2013B,143.0,572,4,2.0,63.0,1,1,1,0,Pass,A Level or Equivalent,N,F,35-55,South East Region
324773,GGG,2014B,11.333333333333334,34,3,,,0,0,0,0,Distinction,A Level or Equivalent,N,F,35-55,South East Region
324907,BBB,2014B,35.25,141,4,-1.0,80.0,1,0,0,0,Pass,Lower Than A Level,N,F,35-55,Wales
324948,FFF,2014B,38.666666666666664,116,3,-2.0,78.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,North Western Region
325044,DDD,2014B,34.75,139,4,-10.0,86.0,1,0,0,0,Distinction,HE Qualification,N,F,0-35,Scotland
325080,BBB,2014B,81.0,324,4,-1.0,83.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,East Midlands Region
325089,FFF,2014B,138.0,552,4,-2.0,70.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,West Midlands Region
325308,BBB,2014B,9.0,9,1,-1.0,72.0,1,0,0,0,Distinction,A Level or Equivalent,N,F,0-35,East Anglian Region
325368,FFF,2013J,54.0,162,3,0.0,94.0,1,0,0,1,Fail,A Level or Equivalent,N,M,35-55,Scotland
325497,CCC,2014B,52.0,208,4,2.0,60.0,1,1,0,1,Withdrawn,A Level or Equivalent,N,F,0-35,South West Region
325497,CCC,2014J,26.0,78,3,3.0,67.0,1,1,0,1,Withdrawn,A Level or Equivalent,N,F,0-35,South West Region
325497,DDD,2013J,63.5,254,4,0.0,43.0,1,0,0,1,Fail,A Level or Equivalent,N,F,0-35,South West Region
325511,BBB,2013B,10.75,43,4,-1.0,73.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,East Anglian Region
325518,CCC,2014J,18.5,37,2,,,0,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,West Midlands Region
325518,EEE,2014J,34.5,69,2,,,0,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,West Midlands Region
325565,DDD,2013B,14.666666666666666,44,3,2.0,37.0,1,1,0,1,Fail,Lower Than A Level,N,M,0-35,North Western Region
325566,DDD,2014B,46.0,138,3,0.0,47.0,1,0,0,1,Fail,A Level or Equivalent,N,M,0-35,South West Region
325750,FFF,2013J,79.75,319,4,0.0,68.0,1,0,0,1,Withdrawn,HE Qualification,N,M,35-55,Scotland
325879,BBB,2013B,42.0,168,4,-3.0,65.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,Yorkshire Region
325887,BBB,2013J,52.5,210,4,-2.0,90.0,1,0,0,0,Pass,Lower Than A Level,Y,M,0-35,South East Region
325909,GGG,2013J,24.0,24,1,,,0,0,0,1,Fail,Lower Than A Level,N,F,0-35,South Region
326012,BBB,2013B,20.25,81,4,7.0,64.0,1,1,0,1,Fail,A Level or Equivalent,N,F,0-35,London Region
327003,BBB,2014B,24.333333333333332,73,3,-2.0,71.0,1,0,0,0,Distinction,HE Qualification,N,F,0-35,South Region
327024,DDD,2013B,57.0,228,4,2.0,50.0,1,1,0,1,Fail,A Level or Equivalent,N,F,35-55,South Region
327057,CCC,2014J,67.25,269,4,3.0,89.0,1,1,0,0,Pass,HE Qualification,N,M,0-35,South East Region
327224,BBB,2014J,85.5,171,2,-5.0,100.0,1,0,0,1,Fail,A Level or Equivalent,N,F,35-55,Ireland
327449,DDD,2014B,18.5,74,4,-11.0,75.0,1,0,0,1,Fail,Lower Than A Level,N,M,0-35,Wales
327616,FFF,2014B,56.333333333333336,169,3,-6.0,78.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,North Region
327641,BBB,2014B,4.333333333333333,13,3,-2.0,75.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,East Anglian Region
327650,FFF,2013B,230.0,920,4,-1.0,78.0,1,0,1,0,Pass,HE Qualification,Y,F,0-35,Scotland
327664,FFF,2014J,11.0,11,1,,,0,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,South East Region
327797,FFF,2013B,88.0,264,3,-1.0,68.0,1,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,South West Region
327997,DDD,2013B,63.0,252,4,2.0,77.0,1,1,0,1,Withdrawn,Lower Than A Level,N,M,0-35,North Region
328024,AAA,2014J,122.25,489,4,0.0,82.0,1,0,1,0,Pass,A Level or Equivalent,N,M,35-55,Yorkshire Region
328123,CCC,2014J,34.25,137,4,3.0,78.0,1,1,0,1,Fail,Lower Than A Level,Y,M,0-35,West Midlands Region
328123,DDD,2014B,47.75,191,4,-1.0,74.0,1,0,0,1,Fail,Lower Than A Level,Y,M,0-35,West Midlands Region
328173,DDD,2013J,62.5,250,4,2.0,72.0,1,1,0,1,Withdrawn,Lower Than A Level,N,F,0-35,Scotland
328241,DDD,2014J,352.75,1411,4,-7.0,85.0,1,0,1,0,Pass,A Level or Equivalent,N,M,35-55,East Anglian Region
328261,CCC,2014B,43.0,129,3,,,0,0,0,1,Fail,A Level or Equivalent,N,M,0-35,West Midlands Region
328377,FFF,2014J,125.0,375,3,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,35-55,West Midlands Region
328476,FFF,2013B,70.33333333333333,211,3,-11.0,86.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,West Midlands Region
328674,CCC,2014J,13.0,26,2,,,0,0,0,1,Fail,Lower Than A Level,N,F,0-35,East Anglian Region
328797,FFF,2014J,212.0,212,1,-1.0,76.0,1,0,0,1,Fail,HE Qualification,N,M,35-55,Scotland
328844,EEE,2013J,59.333333333333336,178,3,,,0,0,0,0,Pass,A Level or Equivalent,N,M,0-35,South East Region
328942,EEE,2013J,115.33333333333333,346,3,,,0,0,1,0,Pass,A Level or Equivalent,N,M,0-35,East Midlands Region
329030,BBB,2013J,4.0,12,3,0.0,84.0,1,0,0,1,Fail,HE Qualification,N,M,0-35,East Anglian Region
329095,FFF,2014J,16.666666666666668,50,3,,,0,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,Ireland
329192,BBB,2013J,17.75,71,4,-3.0,82.0,1,0,0,0,Distinction,HE Qualification,N,F,35-55,South West Region
329226,BBB,2013B,20.666666666666668,62,3,-6.0,75.0,1,0,0,0,Pass,HE Qualification,N,M,0-35,Scotland
329321,BBB,2013B,12.0,48,4,-1.0,50.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,West Midlands Region
329455,CCC,2014J,21.0,42,2,,,0,0,0,1,Withdrawn,Post Graduate Qualification,N,M,35-55,London Region
329455,EEE,2014B,142.75,571,4,,,0,0,0,0,Distinction,Post Graduate Qualification,N,M,35-55,London Region
329659,AAA,2014J,50.0,150,3,-10.0,58.0,1,0,0,1,Fail,A Level or Equivalent,Y,F,0-35,East Anglian Region
329673,CCC,2014B,176.75,707,4,2.0,50.0,1,1,1,0,Pass,Lower Than A Level,N,M,35-55,North Region
329673,EEE,2013J,663.5,2654,4,,,0,0,1,0,Pass,Lower Than A Level,N,M,35-55,North Region
329689,DDD,2013B,90.0,360,4,2.0,50.0,1,1,0,1,Fail,Lower Than A Level,N,F,35-55,Scotland
329800,BBB,2013B,39.75,159,4,0.0,85.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,South Region
329895,FFF,2014B,91.5,366,4,,,0,0,1,1,Withdrawn,A Level or Equivalent,N,M,35-55,East Anglian Region
329895,FFF,2014J,45.0,45,1,-2.0,72.0,1,0,0,0,Pass,A Level or Equivalent,N,M,35-55,East Anglian Region
329967,DDD,2013B,12.0,48,4,,,0,0,0,1,Fail,Lower Than A Level,N,M,0-35,South Region
330067,DDD,2013B,40.0,160,4,2.0,100.0,1,1,0,0,Pass,A Level or Equivalent,N,M,0-35,South East Region
330177,GGG,2013J,35.5,71,2,,,0,0,0,0,Pass,Lower Than A Level,Y,M,0-35,East Midlands Region
330192,FFF,2013J,48.0,96,2,12.0,92.0,1,1,0,0,Pass,Lower Than A Level,N,M,35-55,Scotland
330347,FFF,2013J,404.6666666666667,1214,3,6.0,48.0,1,1,1,1,Fail,HE Qualification,N,M,55<=,South Region
330376,BBB,2013B,26.0,26,1,,,0,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,East Midlands Region
330453,CCC,2014J,22.75,91,4,3.0,89.0,1,1,0,0,Pass,Lower Than A Level,N,M,35-55,South Region
330530,EEE,2013J,26.0,78,3,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,North Western Region
330594,AAA,2014J,94.0,376,4,0.0,62.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,South West Region
330682,GGG,2014J,8.0,32,4,,,0,0,0,0,Pass,Lower Than A Level,N,F,0-35,East Anglian Region
330723,FFF,2013J,32.5,65,2,-1.0,62.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,Wales
330862,CCC,2014B,68.66666666666667,206,3,2.0,80.0,1,1,0,1,Fail,A Level or Equivalent,N,M,0-35,North Region
330917,BBB,2014J,33.666666666666664,101,3,-3.0,1.0,1,0,0,0,Pass,A Level or Equivalent,N,F,35-55,East Midlands Region
330937,EEE,2013J,41.75,167,4,,,0,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,East Anglian Region
330952,CCC,2014J,40.0,40,1,3.0,56.0,1,1,0,1,Withdrawn,Lower Than A Level,N,M,35-55,North Western Region
330966,CCC,2014J,20.25,81,4,3.0,67.0,1,1,0,1,Withdrawn,HE Qualification,N,M,35-55,South Region
330994,CCC,2014B,10.333333333333334,31,3,,,0,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,East Midlands Region
331039,FFF,2013J,18.333333333333332,55,3,0.0,74.0,1,0,0,0,Pass,A Level or Equivalent,Y,M,0-35,East Anglian Region
331107,FFF,2014B,64.5,258,4,0.0,84.0,1,0,0,1,Fail,Lower Than A Level,N,M,0-35,Scotland
331156,BBB,2014B,4.5,9,2,0.0,40.0,1,0,0,0,Pass,Lower Than A Level,N,F,35-55,West Midlands Region
331232,DDD,2013B,29.75,119,4,2.0,73.0,1,1,0,0,Pass,Lower Than A Level,N,M,0-35,South Region
331315,DDD,2013J,28.0,112,4,0.0,88.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,East Midlands Region
331318,FFF,2013B,124.75,499,4,-1.0,36.0,1,0,0,1,Fail,A Level or Equivalent,N,M,0-35,East Midlands Region
331351,DDD,2013B,3.5,7,2,,,0,0,0,1,Fail,A Level or Equivalent,N,M,0-35,Wales
331354,BBB,2013B,36.666666666666664,110,3,-2.0,75.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,North Western Region
331358,AAA,2013J,262.25,1049,4,-1.0,84.0,1,0,1,1,Withdrawn,HE Qualification,N,F,35-55,South Region
331404,DDD,2013J,63.0,189,3,-2.0,93.0,1,0,0,0,Pass,HE Qualification,N,F,55<=,North Region
331417,FFF,2013J,52.5,210,4,0.0,58.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,Ireland
331789,FFF,2014J,90.0,270,3,-1.0,70.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,South East Region
331844,BBB,2013B,57.75,231,4,-6.0,80.0,1,0,0,0,Pass,A Level or Equivalent,N,F,35-55,South West Region
331883,FFF,2013B,136.75,547,4,0.0,76.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,Ireland
332237,FFF,2014B,103.33333333333333,310,3,0.0,80.0,1,0,0,1,Withdrawn,HE Qualification,N,M,0-35,South Region
332237,FFF,2014J,11.5,23,2,-25.0,80.0,1,0,0,1,Fail,HE Qualification,N,M,0-35,South Region
332257,BBB,2013J,14.333333333333334,43,3,,,0,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,East Midlands Region
332309,DDD,2013J,68.0,272,4,0.0,87.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,North Western Region
332436,CCC,2014J,84.25,337,4,3.0,89.0,1,1,0,0,Pass,Lower Than A Level,N,M,0-35,South Region
332436,DDD,2013J,97.75,391,4,-8.0,90.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,South Region
332668,FFF,2013B,110.0,110,1,-1.0,90.0,1,0,0,1,Fail,Lower Than A Level,N,M,0-35,North Western Region
332715,GGG,2013J,10.0,10,1,,,0,0,0,0,Distinction,Lower Than A Level,N,F,0-35,South Region
332726,DDD,2013J,45.0,180,4,-2.0,75.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,South East Region
332789,AAA,2013J,43.75,175,4,-1.0,69.0,1,0,0,0,Pass,A Level or Equivalent,N,F,35-55,East Anglian Region
332884,AAA,2014J,47.75,191,4,0.0,82.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,Wales
332945,EEE,2014J,105.0,420,4,,,0,0,0,0,Pass,HE Qualification,N,M,0-35,South East Region
333059,AAA,2013J,14.666666666666666,44,3,0.0,72.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,Scotland
333117,BBB,2013J,31.0,124,4,-1.0,81.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,F,0-35,Ireland
333129,BBB,2013B,57.5,230,4,0.0,50.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,East Anglian Region
333308,DDD,2014B,22.0,88,4,-1.0,87.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,South East Region
333323,AAA,2013J,36.5,146,4,0.0,77.0,1,0,0,0,Pass,HE Qualification,N,M,0-35,Scotland
333346,FFF,2013B,78.0,234,3,-3.0,84.0,1,0,0,1,Withdrawn,HE Qualification,N,M,35-55,South West Region
333493,EEE,2013J,70.25,281,4,,,0,0,0,0,Pass,Lower Than A Level,N,M,0-35,South Region
333637,EEE,2014J,39.0,78,2,,,0,0,0,0,Pass,A Level or Equivalent,N,M,0-35,Scotland
333651,BBB,2013J,49.75,199,4,-3.0,73.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,F,35-55,East Anglian Region
333710,FFF,2013J,29.5,118,4,0.0,92.0,1,0,0,1,Fail,A Level or Equivalent,N,M,0-35,Ireland
333832,FFF,2013B,163.75,655,4,5.0,86.0,1,1,1,1,Fail,Lower Than A Level,N,M,35-55,North Western Region
333837,BBB,2013B,30.0,120,4,0.0,85.0,1,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,North Western Region
333856,DDD,2013B,53.333333333333336,160,3,2.0,77.0,1,1,0,0,Pass,A Level or Equivalent,Y,F,0-35,Scotland
333976,EEE,2013J,69.0,207,3,,,0,0,0,1,Fail,A Level or Equivalent,N,M,0-35,West Midlands Region
333976,EEE,2014J,15.0,30,2,,,0,0,0,1,Fail,A Level or Equivalent,N,M,0-35,West Midlands Region
333993,FFF,2014J,169.0,676,4,-1.0,84.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,North Western Region
334023,BBB,2014B,1.0,2,2,0.0,74.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,South Region
334048,DDD,2014J,46.5,186,4,0.0,75.0,1,0,0,0,Pass,A Level or Equivalent,N,F,35-55,Yorkshire Region
334134,FFF,2013B,91.25,365,4,-1.0,54.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,Scotland
334154,CCC,2014J,23.75,95,4,3.0,78.0,1,1,0,1,Fail,A Level or Equivalent,N,M,0-35,West Midlands Region
334154,EEE,2013J,52.25,209,4,,,0,0,0,0,Pass,A Level or Equivalent,N,M,0-35,West Midlands Region
334224,FFF,2013B,60.5,242,4,-2.0,44.0,1,0,0,1,Fail,Lower Than A Level,Y,M,0-35,North Western Region
334224,FFF,2014B,28.75,115,4,0.0,68.0,1,0,0,1,Withdrawn,Lower Than A Level,Y,M,0-35,North Western Region
334224,FFF,2014J,18.25,73,4,-25.0,68.0,1,0,0,1,Withdrawn,Lower Than A Level,Y,M,0-35,North Western Region
334225,CCC,2014J,75.0,225,3,3.0,56.0,1,1,0,0,Pass,Lower Than A Level,N,F,0-35,North Western Region
334255,DDD,2013J,46.75,187,4,-1.0,58.0,1,0,0,0,Pass,HE Qualification,Y,F,0-35,Scotland
334257,DDD,2013J,61.75,247,4,-8.0,75.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,North Region
334259,AAA,2013J,61.333333333333336,184,3,0.0,57.0,1,0,0,1,Fail,A Level or Equivalent,N,F,0-35,London Region
334291,BBB,2013B,67.0,268,4,-1.0,75.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,South West Region
334294,DDD,2013B,33.666666666666664,101,3,2.0,50.0,1,1,0,1,Withdrawn,A Level or Equivalent,N,F,35-55,East Anglian Region
334333,AAA,2013J,25.25,101,4,-1.0,36.0,1,0,0,1,Withdrawn,A Level or Equivalent,Y,F,0-35,South West Region
334441,AAA,2014J,20.5,82,4,-1.0,41.0,1,0,0,1,Fail,HE Qualification,N,M,0-35,London Region
334476,FFF,2013J,70.75,283,4,-3.0,60.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,London Region
334504,DDD,2014B,36.333333333333336,109,3,,,0,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,South Region
334565,BBB,2014B,48.25,193,4,-2.0,87.0,1,0,0,0,Distinction,Post Graduate Qualification,N,M,35-55,Wales
334581,DDD,2014J,29.5,118,4,-3.0,95.0,1,0,0,0,Distinction,HE Qualification,N,M,0-35,East Midlands Region
334669,FFF,2013J,149.75,599,4,-3.0,74.0,1,0,1,1,Withdrawn,A Level or Equivalent,N,M,0-35,East Midlands Region
334794,BBB,2013B,25.666666666666668,77,3,0.0,53.0,1,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,South West Region
334973,DDD,2014J,71.75,287,4,-5.0,90.0,1,0,0,0,Pass,HE Qualification,N,M,35-55,Scotland
335018,DDD,2013J,16.0,48,3,9.0,61.0,1,1,0,1,Withdrawn,Lower Than A Level,N,F,0-35,London Region
335018,DDD,2014J,4.0,16,4,-3.0,75.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,London Region
335020,DDD,2013B,110.0,440,4,2.0,70.0,1,1,0,0,Pass,A Level or Equivalent,N,F,35-55,Wales
335035,BBB,2014J,85.75,343,4,-7.0,100.0,1,0,0,1,Fail,Lower Than A Level,N,F,35-55,East Anglian Region
335095,FFF,2014J,144.5,578,4,-1.0,84.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,South West Region
335136,BBB,2013J,82.5,330,4,-10.0,77.0,1,0,0,1,Fail,HE Qualification,N,F,35-55,Scotland
335242,FFF,2013B,360.5,1442,4,-4.0,90.0,1,0,1,0,Distinction,A Level or Equivalent,N,M,35-55,East Anglian Region
335247,AAA,2014J,16.333333333333332,49,3,3.0,62.0,1,1,0,0,Pass,A Level or Equivalent,N,M,0-35,South West Region
335264,DDD,2013B,104.5,209,2,,,0,0,0,1,Withdrawn,A Level or Equivalent,Y,F,0-35,Scotland
335355,EEE,2014B,67.66666666666667,203,3,,,0,0,0,0,Pass,A Level or Equivalent,N,M,0-35,South Region
335401,CCC,2014J,79.0,79,1,3.0,22.0,1,1,0,1,Withdrawn,Lower Than A Level,N,M,35-55,South Region
335405,CCC,2014J,110.75,443,4,3.0,100.0,1,1,0,0,Distinction,A Level or Equivalent,N,M,0-35,East Anglian Region
335405,DDD,2013J,55.5,222,4,-13.0,87.0,1,0,0,0,Distinction,A Level or Equivalent,N,M,0-35,East Anglian Region
335421,BBB,2013B,30.0,30,1,4.0,51.0,1,1,0,1,Fail,A Level or Equivalent,N,F,0-35,South West Region
335471,DDD,2014B,53.666666666666664,161,3,12.0,75.0,1,1,0,1,Withdrawn,HE Qualification,N,F,35-55,South East Region
335476,FFF,2013J,186.75,747,4,-7.0,84.0,1,0,1,0,Pass,A Level or Equivalent,N,M,0-35,Wales
335481,BBB,2013J,6.0,18,3,0.0,63.0,1,0,0,1,Fail,HE Qualification,N,F,35-55,South East Region
335553,CCC,2014B,61.0,244,4,2.0,60.0,1,1,0,1,Withdrawn,HE Qualification,N,M,0-35,West Midlands Region
335562,FFF,2013J,226.5,906,4,-13.0,100.0,1,0,1,0,Pass,A Level or Equivalent,N,M,0-35,North Region
335582,FFF,2013J,334.5,1338,4,-1.0,96.0,1,0,1,0,Distinction,A Level or Equivalent,N,M,35-55,South East Region
335600,BBB,2013B,24.25,97,4,,,0,0,0,1,Fail,Lower Than A Level,N,F,0-35,Wales
335607,DDD,2013B,116.5,466,4,2.0,60.0,1,1,0,1,Withdrawn,A Level or Equivalent,N,F,35-55,North Western Region
335644,FFF,2013J,422.25,1689,4,-4.0,94.0,1,0,1,1,Fail,HE Qualification,N,M,35-55,South West Region
335648,CCC,2014B,19.666666666666668,59,3,2.0,50.0,1,1,0,1,Fail,Lower Than A Level,N,F,0-35,South East Region
335726,FFF,2013J,86.5,346,4,-20.0,94.0,1,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,North Western Region
335764,AAA,2013J,192.75,771,4,0.0,86.0,1,0,1,1,Withdrawn,A Level or Equivalent,N,F,0-35,South East Region
335764,AAA,2014J,34.0,136,4,-20.0,86.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,South East Region
335910,BBB,2013B,20.25,81,4,0.0,65.0,1,0,0,1,Fail,A Level or Equivalent,N,F,0-35,South East Region
335914,CCC,2014J,20.0,80,4,3.0,78.0,1,1,0,1,Withdrawn,A Level or Equivalent,N,F,0-35,Ireland
335922,DDD,2014J,16.333333333333332,49,3,0.0,70.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,North Region
336014,CCC,2014J,67.0,268,4,3.0,78.0,1,1,0,1,Withdrawn,HE Qualification,N,M,0-35,Scotland
336014,EEE,2014J,99.5,398,4,,,0,0,0,1,Withdrawn,HE Qualification,N,M,0-35,Scotland
336037,DDD,2013J,66.0,264,4,0.0,90.0,1,0,0,0,Pass,Post Graduate Qualification,N,M,0-35,North Region
336112,DDD,2013B,29.0,29,1,2.0,90.0,1,1,0,1,Fail,A Level or Equivalent,N,M,0-35,West Midlands Region
336131,CCC,2014J,288.25,1153,4,3.0,100.0,1,1,1,0,Distinction,A Level or Equivalent,N,M,0-35,East Midlands Region
336163,FFF,2014B,161.0,644,4,-2.0,66.0,1,0,0,1,Fail,No Formal quals,N,M,0-35,Yorkshire Region
336165,BBB,2013B,47.75,191,4,5.0,35.0,1,1,0,1,Fail,Lower Than A Level,N,F,0-35,East Midlands Region
336207,AAA,2013J,121.0,484,4,-2.0,71.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,East Anglian Region
336213,DDD,2014J,25.333333333333332,76,3,-1.0,75.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,Wales
336218,DDD,2014J,20.75,83,4,-1.0,60.0,1,0,0,1,Fail,Lower Than A Level,N,M,0-35,East Anglian Region
336258,FFF,2013B,105.0,420,4,-1.0,76.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,Yorkshire Region
336356,BBB,2014B,35.75,143,4,-2.0,75.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,South West Region
336362,FFF,2013B,118.0,236,2,-1.0,88.0,1,0,0,1,Fail,Lower Than A Level,Y,M,0-35,East Anglian Region
336398,CCC,2014B,67.25,269,4,2.0,100.0,1,1,0,0,Distinction,A Level or Equivalent,N,M,35-55,North Western Region
336402,EEE,2013J,56.0,168,3,,,0,0,0,0,Pass,A Level or Equivalent,N,F,0-35,North Western Region
336478,BBB,2013J,24.0,96,4,-1.0,79.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,Yorkshire Region
336646,BBB,2013J,14.5,29,2,0.0,60.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,South West Region
336684,DDD,2013B,100.25,401,4,2.0,57.0,1,1,0,0,Pass,A Level or Equivalent,N,M,0-35,South West Region
336695,CCC,2014B,33.75,135,4,2.0,70.0,1,1,0,1,Withdrawn,A Level or Equivalent,N,F,0-35,East Midlands Region
336695,CCC,2014J,22.0,88,4,-19.0,70.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,East Midlands Region
336696,DDD,2013B,47.0,188,4,2.0,70.0,1,1,0,0,Pass,A Level or Equivalent,N,F,0-35,West Midlands Region
336772,CCC,2014J,41.75,167,4,3.0,89.0,1,1,0,0,Pass,Lower Than A Level,N,M,35-55,South West Region
336936,DDD,2014B,60.666666666666664,182,3,0.0,83.0,1,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,East Midlands Region
337000,FFF,2014J,110.25,441,4,-5.0,66.0,1,0,0,0,Pass,Lower Than A Level,N,M,35-55,South West Region
337048,DDD,2014J,15.666666666666666,47,3,0.0,40.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,London Region
