id_student,code_module,code_presentation,final_result,highest_education,disability,gender,age_band,region,week,total_clicks,days_diff,score,is_submitted,is_late,is_high_activity,risk_label
621619,CCC,2014B,Withdrawn,Lower Than A Level,Y,M,0-35,East Anglian Region,2,8,,,0,0,0,1
621655,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,North Western Region,1,8,2.0,40.0,1,1,0,1
621655,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,North Western Region,2,19,2.0,40.0,1,1,0,1
621655,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,North Western Region,3,63,2.0,40.0,1,1,0,1
621655,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,North Western Region,4,11,2.0,40.0,1,1,0,1
621656,CCC,2014B,Pass,A Level or Equivalent,N,M,35-55,Yorkshire Region,1,61,2.0,60.0,1,1,0,0
621656,CCC,2014B,Pass,A Level or Equivalent,N,M,35-55,Yorkshire Region,2,58,2.0,60.0,1,1,0,0
621656,CCC,2014B,Pass,A Level or Equivalent,N,M,35-55,Yorkshire Region,3,109,2.0,60.0,1,1,0,0
621656,CCC,2014B,Pass,A Level or Equivalent,N,M,35-55,Yorkshire Region,4,53,2.0,60.0,1,1,0,0
621807,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,North Western Region,1,35,2.0,20.0,1,1,0,1
621807,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,North Western Region,2,8,2.0,20.0,1,1,0,1
621807,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,North Western Region,3,193,2.0,20.0,1,1,0,1
622215,CCC,2014B,Fail,A Level or Equivalent,N,F,0-35,South Region,3,117,2.0,20.0,1,1,0,1
622302,CCC,2014B,Distinction,Post Graduate Qualification,N,M,55<=,North Region,1,259,2.0,80.0,1,1,1,0
622302,CCC,2014B,Distinction,Post Graduate Qualification,N,M,55<=,North Region,2,15,2.0,80.0,1,1,0,0
622302,CCC,2014B,Distinction,Post Graduate Qualification,N,M,55<=,North Region,3,316,2.0,80.0,1,1,1,0
622302,CCC,2014B,Distinction,Post Graduate Qualification,N,M,55<=,North Region,4,36,2.0,80.0,1,1,0,0
622368,CCC,2014B,Pass,Lower Than A Level,Y,M,35-55,South Region,1,31,2.0,50.0,1,1,0,0
622368,CCC,2014B,Pass,Lower Than A Level,Y,M,35-55,South Region,2,4,2.0,50.0,1,1,0,0
622368,CCC,2014B,Pass,Lower Than A Level,Y,M,35-55,South Region,3,85,2.0,50.0,1,1,0,0
622368,CCC,2014B,Pass,Lower Than A Level,Y,M,35-55,South Region,4,36,2.0,50.0,1,1,0,0
622386,CCC,2014B,Fail,HE Qualification,N,M,35-55,South West Region,1,497,2.0,80.0,1,1,1,1
622386,CCC,2014B,Fail,HE Qualification,N,M,35-55,South West Region,2,429,2.0,80.0,1,1,1,1
622386,CCC,2014B,Fail,HE Qualification,N,M,35-55,South West Region,3,324,2.0,80.0,1,1,1,1
622386,CCC,2014B,Fail,HE Qualification,N,M,35-55,South West Region,4,154,2.0,80.0,1,1,0,1
622652,CCC,2014B,Distinction,HE Qualification,N,M,0-35,Scotland,1,240,2.0,100.0,1,1,0,0
622652,CCC,2014B,Distinction,HE Qualification,N,M,0-35,Scotland,2,323,2.0,100.0,1,1,1,0
622652,CCC,2014B,Distinction,HE Qualification,N,M,0-35,Scotland,3,218,2.0,100.0,1,1,0,0
622652,CCC,2014B,Distinction,HE Qualification,N,M,0-35,Scotland,4,182,2.0,100.0,1,1,0,0
622753,CCC,2014B,Fail,A Level or Equivalent,N,F,0-35,South West Region,3,69,2.0,50.0,1,1,0,1
622753,CCC,2014B,Fail,A Level or Equivalent,N,F,0-35,South West Region,4,3,2.0,50.0,1,1,0,1
622773,CCC,2014B,Pass,A Level or Equivalent,N,F,0-35,South East Region,1,213,2.0,90.0,1,1,0,0
622773,CCC,2014B,Pass,A Level or Equivalent,N,F,0-35,South East Region,2,289,2.0,90.0,1,1,1,0
622773,CCC,2014B,Pass,A Level or Equivalent,N,F,0-35,South East Region,3,439,2.0,90.0,1,1,1,0
622773,CCC,2014B,Pass,A Level or Equivalent,N,F,0-35,South East Region,4,224,2.0,90.0,1,1,0,0
622787,CCC,2014B,Fail,Post Graduate Qualification,N,M,35-55,London Region,1,26,2.0,100.0,1,1,0,1
622787,CCC,2014B,Fail,Post Graduate Qualification,N,M,35-55,London Region,2,80,2.0,100.0,1,1,0,1
622787,CCC,2014B,Fail,Post Graduate Qualification,N,M,35-55,London Region,3,120,2.0,100.0,1,1,0,1
622787,CCC,2014B,Fail,Post Graduate Qualification,N,M,35-55,London Region,4,41,2.0,100.0,1,1,0,1
622804,CCC,2014B,Withdrawn,A Level or Equivalent,N,M,0-35,East Midlands Region,2,18,2.0,40.0,1,1,0,1
622804,CCC,2014B,Withdrawn,A Level or Equivalent,N,M,0-35,East Midlands Region,3,41,2.0,40.0,1,1,0,1
622948,CCC,2014B,Withdrawn,A Level or Equivalent,N,M,0-35,North Region,1,22,2.0,80.0,1,1,0,1
622948,CCC,2014B,Withdrawn,A Level or Equivalent,N,M,0-35,North Region,2,1,2.0,80.0,1,1,0,1
622948,CCC,2014B,Withdrawn,A Level or Equivalent,N,M,0-35,North Region,3,20,2.0,80.0,1,1,0,1
622948,CCC,2014B,Withdrawn,A Level or Equivalent,N,M,0-35,North Region,4,10,2.0,80.0,1,1,0,1
623052,CCC,2014B,Pass,A Level or Equivalent,N,F,35-55,London Region,1,461,2.0,100.0,1,1,1,0
623052,CCC,2014B,Pass,A Level or Equivalent,N,F,35-55,London Region,2,270,2.0,100.0,1,1,1,0
623052,CCC,2014B,Pass,A Level or Equivalent,N,F,35-55,London Region,3,445,2.0,100.0,1,1,1,0
623052,CCC,2014B,Pass,A Level or Equivalent,N,F,35-55,London Region,4,611,2.0,100.0,1,1,1,0
623250,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,East Anglian Region,1,41,2.0,50.0,1,1,0,0
623250,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,East Anglian Region,2,79,2.0,50.0,1,1,0,0
623250,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,East Anglian Region,3,187,2.0,50.0,1,1,0,0
623290,CCC,2014B,Pass,Lower Than A Level,N,F,0-35,London Region,1,60,2.0,50.0,1,1,0,0
623290,CCC,2014B,Pass,Lower Than A Level,N,F,0-35,London Region,2,2,2.0,50.0,1,1,0,0
623290,CCC,2014B,Pass,Lower Than A Level,N,F,0-35,London Region,3,137,2.0,50.0,1,1,0,0
623290,CCC,2014B,Pass,Lower Than A Level,N,F,0-35,London Region,4,9,2.0,50.0,1,1,0,0
623347,CCC,2014B,Distinction,Post Graduate Qualification,N,M,0-35,Ireland,2,2,2.0,90.0,1,1,0,0
623347,CCC,2014B,Distinction,Post Graduate Qualification,N,M,0-35,Ireland,3,100,2.0,90.0,1,1,0,0
623347,CCC,2014B,Distinction,Post Graduate Qualification,N,M,0-35,Ireland,4,14,2.0,90.0,1,1,0,0
623421,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,East Midlands Region,1,20,2.0,100.0,1,1,0,0
623421,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,East Midlands Region,2,97,2.0,100.0,1,1,0,0
623421,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,East Midlands Region,3,80,2.0,100.0,1,1,0,0
623421,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,East Midlands Region,4,74,2.0,100.0,1,1,0,0
623456,CCC,2014B,Fail,A Level or Equivalent,N,M,0-35,East Anglian Region,1,10,,,0,0,0,1
623456,CCC,2014B,Fail,A Level or Equivalent,N,M,0-35,East Anglian Region,3,3,,,0,0,0,1
623456,CCC,2014B,Fail,A Level or Equivalent,N,M,0-35,East Anglian Region,4,12,,,0,0,0,1
623562,CCC,2014B,Pass,A Level or Equivalent,Y,M,0-35,West Midlands Region,1,130,2.0,70.0,1,1,0,0
623562,CCC,2014B,Pass,A Level or Equivalent,Y,M,0-35,West Midlands Region,2,35,2.0,70.0,1,1,0,0
623562,CCC,2014B,Pass,A Level or Equivalent,Y,M,0-35,West Midlands Region,3,24,2.0,70.0,1,1,0,0
623562,CCC,2014B,Pass,A Level or Equivalent,Y,M,0-35,West Midlands Region,4,19,2.0,70.0,1,1,0,0
623605,CCC,2014B,Fail,A Level or Equivalent,N,M,0-35,West Midlands Region,1,57,2.0,60.0,1,1,0,1
623605,CCC,2014B,Fail,A Level or Equivalent,N,M,0-35,West Midlands Region,2,34,2.0,60.0,1,1,0,1
623605,CCC,2014B,Fail,A Level or Equivalent,N,M,0-35,West Midlands Region,3,174,2.0,60.0,1,1,0,1
623609,CCC,2014B,Fail,Lower Than A Level,N,M,35-55,North Western Region,2,25,2.0,0.0,1,1,0,1
623609,CCC,2014B,Fail,Lower Than A Level,N,M,35-55,North Western Region,3,142,2.0,0.0,1,1,0,1
623609,CCC,2014B,Fail,Lower Than A Level,N,M,35-55,North Western Region,4,10,2.0,0.0,1,1,0,1
623667,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,South East Region,1,27,2.0,60.0,1,1,0,0
623667,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,South East Region,2,7,2.0,60.0,1,1,0,0
623667,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,South East Region,3,38,2.0,60.0,1,1,0,0
623667,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,South East Region,4,24,2.0,60.0,1,1,0,0
623707,CCC,2014B,Withdrawn,Lower Than A Level,N,F,0-35,East Midlands Region,1,9,2.0,70.0,1,1,0,1
623707,CCC,2014B,Withdrawn,Lower Than A Level,N,F,0-35,East Midlands Region,2,6,2.0,70.0,1,1,0,1
623707,CCC,2014B,Withdrawn,Lower Than A Level,N,F,0-35,East Midlands Region,3,527,2.0,70.0,1,1,1,1
623707,CCC,2014B,Withdrawn,Lower Than A Level,N,F,0-35,East Midlands Region,4,19,2.0,70.0,1,1,0,1
623732,CCC,2014B,Pass,A Level or Equivalent,N,M,35-55,London Region,1,491,2.0,90.0,1,1,1,0
623732,CCC,2014B,Pass,A Level or Equivalent,N,M,35-55,London Region,2,253,2.0,90.0,1,1,1,0
623732,CCC,2014B,Pass,A Level or Equivalent,N,M,35-55,London Region,3,164,2.0,90.0,1,1,0,0
623732,CCC,2014B,Pass,A Level or Equivalent,N,M,35-55,London Region,4,60,2.0,90.0,1,1,0,0
623738,CCC,2014B,Withdrawn,A Level or Equivalent,N,M,35-55,London Region,1,165,,,0,0,0,1
623738,CCC,2014B,Withdrawn,A Level or Equivalent,N,M,35-55,London Region,3,1,,,0,0,0,1
623780,CCC,2014B,Fail,Lower Than A Level,N,M,0-35,Scotland,1,10,2.0,70.0,1,1,0,1
623780,CCC,2014B,Fail,Lower Than A Level,N,M,0-35,Scotland,2,47,2.0,70.0,1,1,0,1
623780,CCC,2014B,Fail,Lower Than A Level,N,M,0-35,Scotland,3,77,2.0,70.0,1,1,0,1
623780,CCC,2014B,Fail,Lower Than A Level,N,M,0-35,Scotland,4,21,2.0,70.0,1,1,0,1
623786,CCC,2014B,Withdrawn,A Level or Equivalent,N,M,0-35,London Region,2,2,,,0,0,0,1
623797,CCC,2014B,Pass,Lower Than A Level,N,F,35-55,North Region,1,129,2.0,60.0,1,1,0,0
623797,CCC,2014B,Pass,Lower Than A Level,N,F,35-55,North Region,2,167,2.0,60.0,1,1,0,0
623797,CCC,2014B,Pass,Lower Than A Level,N,F,35-55,North Region,3,121,2.0,60.0,1,1,0,0
623797,CCC,2014B,Pass,Lower Than A Level,N,F,35-55,North Region,4,270,2.0,60.0,1,1,1,0
624039,CCC,2014B,Fail,A Level or Equivalent,N,M,0-35,West Midlands Region,3,82,2.0,20.0,1,1,0,1
624060,CCC,2014B,Withdrawn,Post Graduate Qualification,N,F,35-55,North Region,1,747,2.0,100.0,1,1,1,1
624060,CCC,2014B,Withdrawn,Post Graduate Qualification,N,F,35-55,North Region,2,811,2.0,100.0,1,1,1,1
624060,CCC,2014B,Withdrawn,Post Graduate Qualification,N,F,35-55,North Region,3,864,2.0,100.0,1,1,1,1
624060,CCC,2014B,Withdrawn,Post Graduate Qualification,N,F,35-55,North Region,4,609,2.0,100.0,1,1,1,1
624126,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,South Region,1,19,2.0,60.0,1,1,0,1
624126,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,South Region,2,9,2.0,60.0,1,1,0,1
624126,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,South Region,3,360,2.0,60.0,1,1,1,1
624126,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,South Region,4,38,2.0,60.0,1,1,0,1
624127,CCC,2014B,Pass,A Level or Equivalent,N,F,35-55,London Region,1,33,2.0,80.0,1,1,0,0
624127,CCC,2014B,Pass,A Level or Equivalent,N,F,35-55,London Region,2,43,2.0,80.0,1,1,0,0
624127,CCC,2014B,Pass,A Level or Equivalent,N,F,35-55,London Region,3,42,2.0,80.0,1,1,0,0
624127,CCC,2014B,Pass,A Level or Equivalent,N,F,35-55,London Region,4,57,2.0,80.0,1,1,0,0
624134,CCC,2014B,Fail,Lower Than A Level,N,M,0-35,North Western Region,1,12,2.0,80.0,1,1,0,1
624134,CCC,2014B,Fail,Lower Than A Level,N,M,0-35,North Western Region,2,74,2.0,80.0,1,1,0,1
624134,CCC,2014B,Fail,Lower Than A Level,N,M,0-35,North Western Region,3,121,2.0,80.0,1,1,0,1
624134,CCC,2014B,Fail,Lower Than A Level,N,M,0-35,North Western Region,4,51,2.0,80.0,1,1,0,1
624164,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,London Region,1,7,2.0,90.0,1,1,0,0
624164,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,London Region,2,285,2.0,90.0,1,1,1,0
624164,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,London Region,3,30,2.0,90.0,1,1,0,0
624164,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,London Region,4,43,2.0,90.0,1,1,0,0
624441,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,South Region,1,161,2.0,90.0,1,1,0,0
624441,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,South Region,2,3,2.0,90.0,1,1,0,0
624441,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,South Region,3,90,2.0,90.0,1,1,0,0
624441,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,South Region,4,28,2.0,90.0,1,1,0,0
624445,CCC,2014B,Distinction,HE Qualification,N,F,0-35,London Region,1,263,2.0,70.0,1,1,1,0
624445,CCC,2014B,Distinction,HE Qualification,N,F,0-35,London Region,2,31,2.0,70.0,1,1,0,0
624445,CCC,2014B,Distinction,HE Qualification,N,F,0-35,London Region,3,44,2.0,70.0,1,1,0,0
624445,CCC,2014B,Distinction,HE Qualification,N,F,0-35,London Region,4,72,2.0,70.0,1,1,0,0
624483,CCC,2014B,Distinction,HE Qualification,N,M,0-35,South West Region,1,38,2.0,100.0,1,1,0,0
624483,CCC,2014B,Distinction,HE Qualification,N,M,0-35,South West Region,2,107,2.0,100.0,1,1,0,0
624483,CCC,2014B,Distinction,HE Qualification,N,M,0-35,South West Region,3,3,2.0,100.0,1,1,0,0
624483,CCC,2014B,Distinction,HE Qualification,N,M,0-35,South West Region,4,210,2.0,100.0,1,1,0,0
624591,CCC,2014B,Fail,HE Qualification,N,M,0-35,London Region,1,2,2.0,50.0,1,1,0,1
624591,CCC,2014B,Fail,HE Qualification,N,M,0-35,London Region,2,3,2.0,50.0,1,1,0,1
624591,CCC,2014B,Fail,HE Qualification,N,M,0-35,London Region,3,145,2.0,50.0,1,1,0,1
624591,CCC,2014B,Fail,HE Qualification,N,M,0-35,London Region,4,52,2.0,50.0,1,1,0,1
624593,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,East Midlands Region,1,1,,,0,0,0,1
624765,CCC,2014B,Withdrawn,HE Qualification,N,M,35-55,London Region,4,6,,,0,0,0,1
624782,CCC,2014B,Fail,Lower Than A Level,N,F,0-35,East Anglian Region,1,132,2.0,60.0,1,1,0,1
624782,CCC,2014B,Fail,Lower Than A Level,N,F,0-35,East Anglian Region,3,42,2.0,60.0,1,1,0,1
624782,CCC,2014B,Fail,Lower Than A Level,N,F,0-35,East Anglian Region,4,13,2.0,60.0,1,1,0,1
624810,CCC,2014B,Pass,HE Qualification,N,M,0-35,Scotland,4,155,,,0,0,0,0
624875,CCC,2014B,Distinction,A Level or Equivalent,Y,M,0-35,South East Region,1,92,2.0,90.0,1,1,0,0
624875,CCC,2014B,Distinction,A Level or Equivalent,Y,M,0-35,South East Region,2,188,2.0,90.0,1,1,0,0
624875,CCC,2014B,Distinction,A Level or Equivalent,Y,M,0-35,South East Region,3,78,2.0,90.0,1,1,0,0
624875,CCC,2014B,Distinction,A Level or Equivalent,Y,M,0-35,South East Region,4,12,2.0,90.0,1,1,0,0
624970,CCC,2014B,Pass,HE Qualification,N,F,0-35,Scotland,1,82,2.0,50.0,1,1,0,0
624970,CCC,2014B,Pass,HE Qualification,N,F,0-35,Scotland,2,29,2.0,50.0,1,1,0,0
624970,CCC,2014B,Pass,HE Qualification,N,F,0-35,Scotland,3,42,2.0,50.0,1,1,0,0
624970,CCC,2014B,Pass,HE Qualification,N,F,0-35,Scotland,4,3,2.0,50.0,1,1,0,0
625014,CCC,2014B,Distinction,A Level or Equivalent,N,F,0-35,South East Region,1,222,2.0,90.0,1,1,0,0
625014,CCC,2014B,Distinction,A Level or Equivalent,N,F,0-35,South East Region,2,154,2.0,90.0,1,1,0,0
625014,CCC,2014B,Distinction,A Level or Equivalent,N,F,0-35,South East Region,3,315,2.0,90.0,1,1,1,0
625014,CCC,2014B,Distinction,A Level or Equivalent,N,F,0-35,South East Region,4,226,2.0,90.0,1,1,0,0
625028,CCC,2014B,Distinction,HE Qualification,N,M,0-35,South Region,1,8,2.0,90.0,1,1,0,0
625028,CCC,2014B,Distinction,HE Qualification,N,M,0-35,South Region,2,15,2.0,90.0,1,1,0,0
625028,CCC,2014B,Distinction,HE Qualification,N,M,0-35,South Region,3,132,2.0,90.0,1,1,0,0
625028,CCC,2014B,Distinction,HE Qualification,N,M,0-35,South Region,4,25,2.0,90.0,1,1,0,0
625077,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,Scotland,1,134,2.0,60.0,1,1,0,0
625077,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,Scotland,2,163,2.0,60.0,1,1,0,0
625077,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,Scotland,3,99,2.0,60.0,1,1,0,0
625077,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,Scotland,4,85,2.0,60.0,1,1,0,0
625078,CCC,2014B,Withdrawn,HE Qualification,N,F,0-35,Wales,1,138,2.0,80.0,1,1,0,1
625078,CCC,2014B,Withdrawn,HE Qualification,N,F,0-35,Wales,2,17,2.0,80.0,1,1,0,1
625078,CCC,2014B,Withdrawn,HE Qualification,N,F,0-35,Wales,3,136,2.0,80.0,1,1,0,1
625078,CCC,2014B,Withdrawn,HE Qualification,N,F,0-35,Wales,4,14,2.0,80.0,1,1,0,1
625108,CCC,2014B,Distinction,HE Qualification,N,F,35-55,East Anglian Region,2,2,2.0,80.0,1,1,0,0
625108,CCC,2014B,Distinction,HE Qualification,N,F,35-55,East Anglian Region,3,103,2.0,80.0,1,1,0,0
625108,CCC,2014B,Distinction,HE Qualification,N,F,35-55,East Anglian Region,4,16,2.0,80.0,1,1,0,0
625121,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,South East Region,1,5,,,0,0,0,1
625128,CCC,2014B,Fail,Lower Than A Level,Y,F,0-35,North Western Region,1,15,2.0,10.0,1,1,0,1
625128,CCC,2014B,Fail,Lower Than A Level,Y,F,0-35,North Western Region,2,67,2.0,10.0,1,1,0,1
625128,CCC,2014B,Fail,Lower Than A Level,Y,F,0-35,North Western Region,3,53,2.0,10.0,1,1,0,1
625128,CCC,2014B,Fail,Lower Than A Level,Y,F,0-35,North Western Region,4,13,2.0,10.0,1,1,0,1
625207,CCC,2014B,Withdrawn,HE Qualification,N,M,0-35,West Midlands Region,2,1,2.0,10.0,1,1,0,1
625207,CCC,2014B,Withdrawn,HE Qualification,N,M,0-35,West Midlands Region,3,115,2.0,10.0,1,1,0,1
625207,CCC,2014B,Withdrawn,HE Qualification,N,M,0-35,West Midlands Region,4,4,2.0,10.0,1,1,0,1
625213,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,Yorkshire Region,1,70,,,0,0,0,1
625213,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,Yorkshire Region,2,37,,,0,0,0,1
625330,CCC,2014B,Distinction,A Level or Equivalent,N,M,35-55,Scotland,1,210,2.0,90.0,1,1,0,0
625330,CCC,2014B,Distinction,A Level or Equivalent,N,M,35-55,Scotland,2,1,2.0,90.0,1,1,0,0
625330,CCC,2014B,Distinction,A Level or Equivalent,N,M,35-55,Scotland,3,22,2.0,90.0,1,1,0,0
625330,CCC,2014B,Distinction,A Level or Equivalent,N,M,35-55,Scotland,4,25,2.0,90.0,1,1,0,0
625423,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,Scotland,1,25,2.0,70.0,1,1,0,1
625423,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,Scotland,2,265,2.0,70.0,1,1,1,1
625423,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,Scotland,3,4,2.0,70.0,1,1,0,1
625423,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,Scotland,4,10,2.0,70.0,1,1,0,1
625453,CCC,2014B,Pass,Post Graduate Qualification,N,M,35-55,North Region,1,113,2.0,70.0,1,1,0,0
625453,CCC,2014B,Pass,Post Graduate Qualification,N,M,35-55,North Region,2,37,2.0,70.0,1,1,0,0
625453,CCC,2014B,Pass,Post Graduate Qualification,N,M,35-55,North Region,3,138,2.0,70.0,1,1,0,0
625453,CCC,2014B,Pass,Post Graduate Qualification,N,M,35-55,North Region,4,10,2.0,70.0,1,1,0,0
625476,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,North Western Region,1,135,2.0,70.0,1,1,0,1
625476,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,North Western Region,2,112,2.0,70.0,1,1,0,1
625476,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,North Western Region,3,153,2.0,70.0,1,1,0,1
625476,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,North Western Region,4,121,2.0,70.0,1,1,0,1
625517,CCC,2014B,Withdrawn,A Level or Equivalent,N,M,35-55,East Anglian Region,1,19,2.0,30.0,1,1,0,1
625517,CCC,2014B,Withdrawn,A Level or Equivalent,N,M,35-55,East Anglian Region,2,16,2.0,30.0,1,1,0,1
625517,CCC,2014B,Withdrawn,A Level or Equivalent,N,M,35-55,East Anglian Region,3,82,2.0,30.0,1,1,0,1
625517,CCC,2014B,Withdrawn,A Level or Equivalent,N,M,35-55,East Anglian Region,4,3,2.0,30.0,1,1,0,1
625527,CCC,2014B,Withdrawn,A Level or Equivalent,N,M,0-35,North Region,1,8,2.0,60.0,1,1,0,1
625527,CCC,2014B,Withdrawn,A Level or Equivalent,N,M,0-35,North Region,2,126,2.0,60.0,1,1,0,1
625527,CCC,2014B,Withdrawn,A Level or Equivalent,N,M,0-35,North Region,3,222,2.0,60.0,1,1,0,1
625527,CCC,2014B,Withdrawn,A Level or Equivalent,N,M,0-35,North Region,4,72,2.0,60.0,1,1,0,1
625552,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,North Western Region,1,51,2.0,30.0,1,1,0,0
625552,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,North Western Region,2,29,2.0,30.0,1,1,0,0
625552,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,North Western Region,3,95,2.0,30.0,1,1,0,0
625552,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,North Western Region,4,13,2.0,30.0,1,1,0,0
625574,CCC,2014B,Distinction,A Level or Equivalent,N,F,0-35,West Midlands Region,1,151,2.0,100.0,1,1,0,0
625574,CCC,2014B,Distinction,A Level or Equivalent,N,F,0-35,West Midlands Region,2,95,2.0,100.0,1,1,0,0
625574,CCC,2014B,Distinction,A Level or Equivalent,N,F,0-35,West Midlands Region,3,12,2.0,100.0,1,1,0,0
625574,CCC,2014B,Distinction,A Level or Equivalent,N,F,0-35,West Midlands Region,4,60,2.0,100.0,1,1,0,0
625614,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,North Region,1,96,2.0,20.0,1,1,0,1
625614,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,North Region,2,328,2.0,20.0,1,1,1,1
625614,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,North Region,3,199,2.0,20.0,1,1,0,1
625614,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,North Region,4,76,2.0,20.0,1,1,0,1
625684,CCC,2014B,Fail,A Level or Equivalent,N,M,35-55,East Anglian Region,1,15,2.0,100.0,1,1,0,1
625684,CCC,2014B,Fail,A Level or Equivalent,N,M,35-55,East Anglian Region,2,8,2.0,100.0,1,1,0,1
625684,CCC,2014B,Fail,A Level or Equivalent,N,M,35-55,East Anglian Region,3,97,2.0,100.0,1,1,0,1
625684,CCC,2014B,Fail,A Level or Equivalent,N,M,35-55,East Anglian Region,4,3,2.0,100.0,1,1,0,1
625714,CCC,2014B,Fail,HE Qualification,N,M,0-35,East Anglian Region,1,15,2.0,80.0,1,1,0,1
625714,CCC,2014B,Fail,HE Qualification,N,M,0-35,East Anglian Region,2,43,2.0,80.0,1,1,0,1
625714,CCC,2014B,Fail,HE Qualification,N,M,0-35,East Anglian Region,3,44,2.0,80.0,1,1,0,1
625714,CCC,2014B,Fail,HE Qualification,N,M,0-35,East Anglian Region,4,7,2.0,80.0,1,1,0,1
625740,CCC,2014B,Fail,HE Qualification,N,M,0-35,North Western Region,1,7,2.0,80.0,1,1,0,1
625740,CCC,2014B,Fail,HE Qualification,N,M,0-35,North Western Region,2,217,2.0,80.0,1,1,0,1
625740,CCC,2014B,Fail,HE Qualification,N,M,0-35,North Western Region,3,80,2.0,80.0,1,1,0,1
625740,CCC,2014B,Fail,HE Qualification,N,M,0-35,North Western Region,4,3,2.0,80.0,1,1,0,1
625745,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,South West Region,1,189,2.0,70.0,1,1,0,0
625745,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,South West Region,2,207,2.0,70.0,1,1,0,0
625745,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,South West Region,3,233,2.0,70.0,1,1,0,0
625745,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,South West Region,4,194,2.0,70.0,1,1,0,0
625782,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,London Region,1,20,2.0,60.0,1,1,0,0
625782,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,London Region,2,65,2.0,60.0,1,1,0,0
625782,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,London Region,3,155,2.0,60.0,1,1,0,0
625782,CCC,2014B,Pass,A Level or Equivalent,N,M,0-35,London Region,4,10,2.0,60.0,1,1,0,0
625790,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,South Region,1,87,2.0,0.0,1,1,0,1
625790,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,South Region,2,150,2.0,0.0,1,1,0,1
625790,CCC,2014B,Withdrawn,Lower Than A Level,N,M,0-35,South Region,3,20,2.0,0.0,1,1,0,1
